,course_name,instructor,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,len descreption,amount of discount
752,Python 3: Deep Dive (Part 4 - OOP),Fred Baptiste,Python Object Oriented Programming (OOP),4.8,2127,36.5,165,Intermediate,269.99,1399.99,Normal,22179.0,40,1130.0
753,Complete WordPress Developer Course 2023 - Plugins & Themes,Luis Ramirez Jr,Learn how to develop WordPress themes and plugins. Includes React and Gutenberg development.,4.5,2122,29.0,325,All Levels,319.99,629.99,Normal,13477.0,92,310.0
754,Learn C#.Net Core With Real World Examples,Manzoor Ahmed,"C# with .Net Framework, .Net Core And .Net Standard Libraries. Inheritance, Polymorphism, dlls, Collections with LINQ...",4.4,2122,9.0,16,All Levels,229.99,269.99,Normal,33926.0,120,40.0
755,Become a Junior Java Software Developer,Tim Short,Complete practical and conceptual Java programming course for beginners,4.6,2116,8.0,53,Beginner,199.99,229.99,Normal,13391.0,71,30.0
756,From 0 to 1: The Cassandra Distributed Database,Loony Corn,A complete guide to getting started with cluster management and queries on Cassandra,4.7,2112,6.0,46,All Levels,319.99,719.99,Normal,13428.0,84,400.0
757,The Complete iOS 12 & Swift Developer Course - Build 28 Apps,"Rob Percival, Nick Walter, Codestars • over 2 million students worldwide!","Use Xcode 10 & Swift 4 to make real iOS12 apps like Uber and Instagram, with CoreML & ARKit, and more!",4.6,2105,44.5,305,All Levels,229.99,1199.99,Normal,19737.0,102,970.0
758,Learn How To Code Games In Roblox Studio,Brendon Ross,Learn how to create Roblox games in an easy to understand step by step course,4.5,2103,6.0,40,Beginner,199.99,229.99,Normal,7195.0,77,30.0
759,Software Architecture: REST API Design - The Complete Guide,Memi Lavi,"Become a better Software Architect by designing professional, easy to use and attractive REST API",4.5,2101,4.0,73,Beginner,319.99,479.99,Normal,13991.0,97,160.0
760,Learn WCF And Web APIs From Scratch,Manzoor Ahmed,Learn how to develop services using WCF and Web APIs.,4.3,2098,10.5,83,Intermediate,269.99,449.99,Normal,12199.0,53,180.0
761,The Complete C# and Object-Oriented Programming Course,Ahmad Mohey,The one and only course you need to learn C# 8 and object-oriented programming (C# From A To Z | Source Code Included),4.2,2097,24.5,296,All Levels,269.99,479.99,Normal,15348.0,118,210.0
762,Learning Data Structures in JavaScript from Scratch,Eric Traub,Write more efficient & performant code by learning data structures.  Be well prepared for technical interview questions.,4.7,2088,3.5,56,All Levels,229.99,1199.99,Normal,14228.0,120,970.0
763,"Deep Learning Computer Vision™ CNN, OpenCV, YOLO, SSD & GANs",Rajeev D. Ratan,2020 Update with TensorFlow 2.0 Support. Become a Pro at Deep Learning Computer Vision! Includes 20+ Real World Projects,4.4,2086,14.5,178,Intermediate,319.99,1399.99,Normal,13887.0,120,1080.0
764,Data Visualization with Kibana,Bo Andersen,"Visualize and analyze data with Kibana, part of the ELK stack (Elasticsearch, Logstash & Kibana) and Elastic Stack.",4.6,2085,5.5,58,All Levels,269.99,779.99,Bestseller,14065.0,115,510.0
765,Build EU GDPR data protection compliance from scratch (CIPT),Roland Costea,"2021_CIPT,CIPM,CIPP/E certifications_FREE GDPR Templates & Documentation - Practical GDPR Blueprint",4.5,2084,12.5,154,All Levels,319.99,1399.99,Bestseller,10673.0,99,1080.0
766,Unsupervised Deep Learning in Python,"Lazy Programmer Team, Lazy Programmer Inc.","Autoencoders, Restricted Boltzmann Machines, Deep Neural Networks, t-SNE and PCA",4.8,2076,10.0,79,Intermediate,349.99,349.99,Normal,19263.0,80,0.0
767,Using SOLID Principles to Write Better Code - A Crash Course,Riaan Nel,"Software Architecture: A rapid, hard-hitting introduction to designing great object-oriented code in Java, C# and more.",4.4,2068,2.5,11,All Levels,229.99,629.99,Normal,6873.0,119,400.0
768,Git & GitHub Complete Masterclass : Beginner to Git Expert,"Bibhash Roy, GoKoders Academy","Most comprehensive, STEP by STEP Git & GitHub tutorial with great & easy to understand examples and Quizzes.",4.6,2066,14.0,132,All Levels,319.99,1599.99,Normal,15734.0,108,1280.0
769,Microsoft SQL Server Integration Services (SSIS) Training,Intelligence Guru,Learn how to deal with loading of different kinds of data into SQL Server,4.3,2065,2.5,21,All Levels,229.99,349.99,Normal,9700.0,73,120.0
770,MySQL Database Administration: Beginner SQL Database Design,"Maven Analytics, John Pauler",Learn Database Design with MySQL Workbench. SQL DBA for Beginners: A Relational Database Management System Introduction.,4.7,2054,7.0,71,All Levels,269.99,1299.99,Bestseller,10978.0,120,1030.0
771,Angular Step by Step for beginners,Shivprasad Koirala,This course teaches Angular from basic to advanced level by creating a Customer data entry project.,4.5,2052,8.0,12,Beginner,199.99,229.99,Normal,15273.0,99,30.0
772,"ASP NET Core 3 (ASP.NET 5),MVC,C#,Angular & EF Crash Course",Devwebtuts 24/7,"Learn How To Build Cross Platform Web Apps in ASP.NET Core Utilizing MVC, C#, Web Api, Angular & Entity Framework Core",4.0,2051,22.5,258,All Levels,199.99,229.99,Normal,14159.0,118,30.0
773,Programming for Complete Beginners in C#,Eric Wise,"Learning to code C#?  We have provided HD video lectures, live coding sessions, and nearly 100 exercises to learn on!",4.6,2050,6.5,48,Beginner,269.99,319.99,Normal,16222.0,117,50.0
774,Unreal C++ Multiplayer Master: Intermediate Game Development,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",Make Local & Online Multiplayer Games. Improve Your Coding Programming Skills. Made In Collaboration With Epic Games.,4.7,2045,24.5,115,Intermediate,349.99,1699.99,Normal,40167.0,117,1350.0
775,Mastering Amazon Redshift Development & Administration,Siddharth Mehta,THE BEST Professional Amazon Redshift Training. Every NEW Redshift feature (even preview features) covered with labs.,4.0,2043,18.5,147,All Levels,269.99,719.99,Normal,13696.0,117,450.0
776,PLC Programming - Training from Scratch on RSLogix500 & 5000,Vladimir Romanov,PLC programming from scratch training class by a controls engineer equipped with PLC systems - Allen Bradley RSLogix 500,4.3,2041,14.5,91,All Levels,269.99,799.99,Bestseller,9337.0,120,530.0
777,AWS DynamoDB - The Complete Guide (Build 18+ Hands On Demos),"Riyaz Sayyad, RIZMAXed by Riyaz Sayyad","Master Amazon DynamoDB, the Serverless NoSQL AWS database. Integrate DynamoDB w/ Web & Mobile Apps over Node.js REST API",4.7,2039,16.5,121,All Levels,269.99,319.99,Bestseller,17750.0,120,50.0
778,Learn Azure DevOps CI/CD pipelines,Houssem Dellai,"Create CI/CD pipelines for Java, .NET, NodeJs, Docker, Terraform, Nuget, Xamarin, SQL Server and ARM templates",4.4,2039,13.0,123,Intermediate,269.99,419.99,Normal,66079.0,110,150.0
779,"Software Development From A to Z - OOP, UML, Agile, Python",Karoly Nyisztor • Professional Software Architect,"Learn about software development, OOP, UML, Agile, SCRUM, Python. Get insights into the software development industry.",4.5,2036,5.5,105,All Levels,269.99,649.99,Normal,10344.0,118,380.0
780,SQL Server Reporting Services Part 1 (SSRS),Raphael Asghar,Learn how to create from simple to complex reports for your business decision making needs,4.6,2034,6.0,32,Beginner,199.99,229.99,Normal,9012.0,90,30.0
781,The Complete JIRA Agile Project Management Course,Danny Liu,Learn how to quickly manage Scrum and Kanban Agile projects using JIRA Software Cloud and more!,4.4,2034,2.0,48,Beginner,269.99,679.99,Normal,7249.0,95,410.0
782,Javascript - From Beginner to Pro-Build real world JS apps,Abhay Talreja,"Master JavaScript with the most complete JavaScript course on market! 1st step to learn JS - React, Angular or Vue JS",4.8,2030,12.5,85,Beginner,269.99,1299.99,Normal,48408.0,117,1030.0
783,Programming in Blazor - ASP.NET Core 5,Felipe Gavilán,Create interactive web applications with C#,4.2,2025,16.5,143,Intermediate,269.99,549.99,Normal,7903.0,43,280.0
784,Automation Architect - Selenium WebDriver - 9 Live Projects,Rahul Arora,Automation Architect - Selenium WebDriver with 9 Live Projects (Learn Indepth Framework implementation on Live Projects),4.3,2019,102.5,295,All Levels,199.99,229.99,Normal,15665.0,120,30.0
785,Learn Practical HTML in 85-Minutes,ZEESHAN ARSHAD,Step-by-Step Practical HTML | HTML Crash Course for Beginners | HTML Web Development Crash Course,4.6,2015,1.5,15,Beginner,229.99,1199.99,Normal,30437.0,97,970.0
786,"Kids Coding - Introduction to HTML, CSS and JavaScript!","John Bura, Mammoth Interactive",Your kid could be the next Zuckerberg!,4.5,2013,7.0,217,Beginner,319.99,1399.99,Normal,9234.0,38,1080.0
787,The Ultimate Python Programming Tutorial ,Infinite Skills,Python Programming tutorial for beginners. This Python Training Course Comes with Certification of Completion,4.2,2006,6.0,94,All Levels,229.99,479.99,Normal,24672.0,109,250.0
788,Advanced Python Programming: Build 10 OOP Applications,Ardit Sulce,Master Python from the inside out and learn how to build any Python program with ease using Python classes and OOP!,4.6,2003,23.5,229,Intermediate,269.99,1399.99,Normal,19712.0,115,1130.0
789,HTML & CSS - Certification Course for Beginners,Kiran Gavali,"Lean the Foundations of HTML & CSS to Create Fully Customized, Mobile Responsive Web Pages",4.0,2002,4.5,73,All Levels,269.99,1299.99,Normal,148146.0,90,1030.0
790,DevOps Tutorial: Complete Beginners Training - 5 in 1 Bundle,Up Degree,"Devops Engineer DevOps AWS DevOps Docker DevOps Jenkins  DevOpsGIT , DevOps Vagran DevOps Maven",2.8,1990,8.5,63,All Levels,269.99,749.99,Normal,32172.0,95,480.0
791,React For The Rest Of Us,Brad Schiff,"Learn React JS to create Single Page Applications (SPA) using modern practices like Context, Reducer, Suspense and more",4.8,1989,16.5,89,All Levels,319.99,1599.99,Normal,10375.0,119,1280.0
792,Complete PYTHON Programming for Beginners - 2022,Hemanth kumar,"The easiest way to learn Python in-depth and build complex, scalable programs!",4.2,1987,11.0,78,All Levels,269.99,319.99,Normal,143459.0,78,50.0
793,MVVM Design Pattern Using Swift in iOS,Mohammad Azam,Learn the Art of Building Modern iOS Applications,4.2,1985,6.5,65,All Levels,199.99,229.99,Bestseller,17912.0,49,30.0
794,ETL Testing: From Beginner to Expert,Sid Inf,ETL Testing: Essential course for all software testing professionals.,4.1,1985,19.0,255,All Levels,269.99,1299.99,Normal,11316.0,69,1030.0
795,Salesforce Developer Training with real-time project,Deepika Khanna,"Salesforce Development: Learn apex, Visualforce and REST Webservices with this real-time project",4.4,1982,4.0,44,All Levels,229.99,1199.99,Normal,13475.0,96,970.0
796,Mastering LINQ with C# and .NET,Dmitri Nesteruk,Learn .NET's secret sauce for querying collections and databases,4.5,1981,3.5,42,Beginner,229.99,479.99,Normal,11639.0,64,250.0
797,"Python 3: Deep Dive (Part 2 - Iteration, Generators)",Fred Baptiste,"Sequences, Iterables, Iterators, Generators, Context Managers and Generator-based Coroutines",4.9,1981,36.0,141,Intermediate,319.99,1399.99,Normal,26309.0,92,1080.0
798,Learn Nodejs by building 12 projects,"Eduonix Learning Solutions, Eduonix-Tech .",Become an Expert Nodejs Developer While Building Real World Applications,4.3,1980,12.5,72,All Levels,269.99,479.99,Normal,14631.0,72,210.0
799,Learn WordPress & Using WordPress to Make Money Online,Zeeshan Hussain,Learn WordPress & Make 6 Figures Online with WordPress – Watch Intro Lecture of this WordPress Web Design Course,4.9,1974,6.5,76,All Levels,269.99,1299.99,Normal,26872.0,112,1030.0
800,Meteor and React for Realtime Apps,Stephen Grider,"Master the fundamentals of Meteor and React with this tutorial as you develop secure, dynamic apps",3.6,1972,9.0,111,All Levels,229.99,819.99,Normal,10232.0,98,590.0
801,Learn PHP - For Beginners,YouAccel Training,Learn to create dynamic web applications using PHP,4.1,1969,2.0,30,Beginner,229.99,719.99,Normal,194399.0,50,490.0
802,How to Program Games: Tile Classics in JS for HTML5 Canvas,Chris DeLeon,"Learn to code tile-based worlds and related core gameplay for genres like arcade, overhead racing, and puzzle adventure.",4.7,1966,14.5,150,Intermediate,269.99,1399.99,Normal,9821.0,120,1130.0
803,The Complete Web Developer Bootcamp - Beginner to Expert,Rob Dey,"Complete web development training. Get hired by building real apps with HTML, CSS, JS, Rails in this immersive course.",4.0,1966,21.5,197,All Levels,269.99,1299.99,Normal,15531.0,118,1030.0
804,PostgreSQL v12 Database Administration on Windows and Linux,Sadiq Basha,"PostgreSQL v12 Database Administration :  Walk-in a Beginner, Walk-Out an Expert ( Updated with Latest Postgresql V13)",4.5,1964,11.5,74,All Levels,229.99,319.99,Normal,8733.0,118,90.0
805,Unreal Engine 4 Class: Blueprints,Luccas Schmigel,Learn Blueprints and create your own games (eng subtitles),4.6,1962,31.0,281,All Levels,229.99,1199.99,Normal,23346.0,58,970.0
806,Dependency Injection in Android with Dagger 2 and Hilt,Vasiliy Zukanov,A complete guide to Dagger and Hilt dependency injection frameworks for Android development,4.9,1958,12.0,85,Intermediate,229.99,719.99,Bestseller,8567.0,91,490.0
807,"Python REST APIs with Flask, Docker, MongoDB, and AWS DevOps","Tim Buchalka's Learn Programming Academy, Faisal Memon","Learn Python coding with RESTful API's using the Flask framework. Understand how to use MongoDB, Docker and Tensor flow.",4.2,1953,10.5,51,Beginner,319.99,719.99,Normal,16221.0,120,400.0
808,"HTML, CSS, & Bootstrap - Certification Course for Beginners",YouAccel Training,"A Complete Guide for Beginners interested in learning HTML, CSS, & Bootstrap for Building Stylish, Responsive Web Pages.",4.4,1949,7.0,114,Beginner,269.99,1299.99,Normal,121311.0,120,1030.0
809,Selenium WebDriver with Java: Learn from Scratch (2022),Kiran Singh,Selenium Automation Testing | Selenium Java | Selenium Automation with Java | Selenium Testing for beginners,4.5,1940,2.5,13,Beginner,229.99,519.99,Normal,37077.0,108,290.0
810,Jira Essentials | A complete Jira guide for beginners,"Masha Ostroumova, Aisha @Agile Apothecary",Making Jira your best friend,4.6,1937,4.5,25,Beginner,269.99,1399.99,Normal,16298.0,28,1130.0
811,1 Hour JavaScript,John Bura,Learn how to code in JavaScript in 1 hour. This class is set up for complete beginners!,4.6,1931,2.5,18,Beginner,269.99,1399.99,Normal,67641.0,87,1130.0
812,How to Create A Website: An HTML Tutorial and CSS Tutorial,Todd McLeod,Learn How To Make Websites - HTML - CSS - Flexbox - Transitions - Animations - SVGs - The Box Model - CSS Specificity,4.5,1911,32.0,323,All Levels,269.99,479.99,Normal,32178.0,117,210.0
813,Salesforce Lightning Component,Paaa Leaders,Learn with a Real Time Project and develop a portal using lightning component,4.6,1907,8.5,47,Beginner,199.99,229.99,Normal,8618.0,77,30.0
814,Angular Styling & Animations (for Angular 2+),Maximilian Schwarzmüller,For Angular 2+: Learn how to use dynamic Styles and powerful Animations to create beautiful Angular Apps,4.2,1902,7.0,125,Intermediate,269.99,749.99,Normal,14264.0,104,480.0
815,SQL Tutorial: Learn SQL with MySQL Database -Beginner2Expert,Pradnyankur Nikam,"Learn SQL and Database Development to work effectively in DBMS like MySQL, SQL Server, Oracle, PostgreSQL, DB2 etc.",4.0,1900,11.0,127,All Levels,229.99,1199.99,Normal,9709.0,115,970.0
816,Hello React - React Training for JavaScript Beginners,Rob Merrill,The Simplest Way to Learn React for Beginners - Line by Line with No Steps Skipped,4.4,1899,6.0,60,All Levels,269.99,849.99,Normal,12156.0,82,580.0
817,"Asynchronous JavaScript: Promises, Callbacks, Async Await",Viktor Pyskunov,"Become an expert in Asynchronous JavaScript: Promises, Callbacks, Async Await, Event Loop, etc.",4.5,1895,3.0,43,All Levels,319.99,419.99,Bestseller,8867.0,95,100.0
